filename,class_label,label,width,height,aspect_ratio,mean_intensity,std_intensity,min_intensity,max_intensity,contrast_glcm,homogeneity_glcm,energy_glcm,correlation_glcm,entropy_glcm,edge_density
infected/Image_076.jpg,1,infected,300,300,1.0,77.1753,60.9969,0.0,250.0,325.2883,0.3329,0.1166,0.9552,11.2121,0.2608
infected/Image_077.jpg,1,infected,280,259,1.0811,53.2613,48.7297,0.0,255.0,242.4785,0.2434,0.1218,0.9432,11.2987,0.2314
infected/Image_078.jpg,1,infected,280,259,1.0811,53.2613,48.7297,0.0,255.0,242.4785,0.2434,0.1218,0.9432,11.2987,0.2314
infected/Image_079.jpg,1,infected,280,259,1.0811,56.534,51.4349,0.0,255.0,294.6243,0.2352,0.1213,0.9386,11.4224,0.2565
infected/Image_080.jpg,1,infected,280,259,1.0811,56.534,51.4349,0.0,255.0,294.6243,0.2352,0.1213,0.9386,11.4224,0.2565
infected/Image_081.jpg,1,infected,343,343,1.0,58.1261,47.2702,0.0,255.0,168.9809,0.3083,0.087,0.9604,11.0739,0.1919
infected/Image_082.jpg,1,infected,343,343,1.0,58.1261,47.2702,0.0,255.0,168.9809,0.3083,0.087,0.9604,11.0739,0.1919
infected/Image_083.jpg,1,infected,225,225,1.0,77.287,55.6598,0.0,251.0,216.5325,0.2927,0.1009,0.9639,11.2924,0.2568
infected/Image_084.jpg,1,infected,225,225,1.0,77.287,55.6598,0.0,251.0,216.5325,0.2927,0.1009,0.9639,11.2924,0.2568
infected/Image_085.jpg,1,infected,299,266,1.1241,104.0954,78.2102,0.0,255.0,345.1024,0.287,0.0597,0.9713,11.7088,0.2043
infected/Image_086.jpg,1,infected,299,266,1.1241,104.0954,78.2102,0.0,255.0,345.1024,0.287,0.0597,0.9713,11.7088,0.2043
infected/Image_087.jpg,1,infected,300,300,1.0,78.7683,65.049,0.0,249.0,211.0861,0.4938,0.1874,0.9745,9.7049,0.2075
infected/Image_088.jpg,1,infected,300,300,1.0,78.7683,65.049,0.0,249.0,211.0861,0.4938,0.1874,0.9745,9.7049,0.2075
infected/Image_089.jpg,1,infected,280,259,1.0811,53.0899,47.661,0.0,255.0,206.8143,0.2955,0.114,0.9492,11.2817,0.2305
infected/Image_090.jpg,1,infected,280,259,1.0811,53.0899,47.661,0.0,255.0,206.8143,0.2955,0.114,0.9492,11.2817,0.2305
infected/Image_091.jpg,1,infected,300,300,1.0,83.3809,63.0816,0.0,252.0,181.2662,0.4119,0.1745,0.9767,10.3272,0.2189
infected/Image_092.jpg,1,infected,300,300,1.0,83.3809,63.0816,0.0,252.0,181.2662,0.4119,0.1745,0.9767,10.3272,0.2189
infected/Image_093.jpg,1,infected,320,320,1.0,69.0261,69.8816,0.0,255.0,145.4253,0.4135,0.1214,0.9849,10.3387,0.1641
infected/Image_094.jpg,1,infected,320,320,1.0,69.0261,69.8816,0.0,255.0,145.4253,0.4135,0.1214,0.9849,10.3387,0.1641
infected/Image_095.jpg,1,infected,320,320,1.0,78.1192,74.5499,0.0,255.0,120.0834,0.4223,0.112,0.989,10.284,0.1813
infected/Image_096.jpg,1,infected,320,320,1.0,78.1192,74.5499,0.0,255.0,120.0834,0.4223,0.112,0.989,10.284,0.1813
infected/Image_097.jpg,1,infected,343,343,1.0,74.6095,68.2957,0.0,255.0,216.2817,0.3042,0.0906,0.9763,10.8711,0.161
infected/Image_098.jpg,1,infected,343,343,1.0,74.6095,68.2957,0.0,255.0,216.2817,0.3042,0.0906,0.9763,10.8711,0.161
infected/Image_099.jpg,1,infected,343,343,1.0,75.1482,59.3855,0.0,255.0,254.478,0.1986,0.0527,0.9631,11.8132,0.2079
infected/Image_100.jpg,1,infected,343,343,1.0,75.1482,59.3855,0.0,255.0,254.478,0.1986,0.0527,0.9631,11.8132,0.2079
infected/Image_1000.jpg,1,infected,300,300,1.0,83.6279,64.7909,0.0,248.0,198.6754,0.4436,0.2067,0.9758,9.927,0.2139
infected/Image_1001.jpg,1,infected,233,216,1.0787,58.3417,49.0007,0.0,255.0,317.4285,0.249,0.0721,0.9282,11.8974,0.2596
infected/Image_1002.jpg,1,infected,233,216,1.0787,58.3417,49.0007,0.0,255.0,317.4285,0.249,0.0721,0.9282,11.8974,0.2596
infected/Image_1003.jpg,1,infected,343,343,1.0,80.0252,73.5627,0.0,255.0,295.5215,0.2707,0.0776,0.972,11.2339,0.1954
infected/Image_1004.jpg,1,infected,343,343,1.0,80.0252,73.5627,0.0,255.0,295.5215,0.2707,0.0776,0.972,11.2339,0.1954
infected/Image_1005.jpg,1,infected,225,225,1.0,73.3864,54.652,0.0,255.0,334.7732,0.2823,0.0883,0.9426,11.5847,0.2742
infected/Image_1006.jpg,1,infected,225,225,1.0,73.3864,54.652,0.0,255.0,334.7732,0.2823,0.0883,0.9426,11.5847,0.2742
infected/Image_1007.jpg,1,infected,299,266,1.1241,119.7377,93.878,0.0,255.0,310.1704,0.4233,0.1093,0.9822,10.3428,0.1935
infected/Image_1008.jpg,1,infected,299,266,1.1241,119.7377,93.878,0.0,255.0,310.1704,0.4233,0.1093,0.9822,10.3428,0.1935
infected/Image_1009.jpg,1,infected,320,320,1.0,89.436,79.5117,0.0,255.0,146.916,0.4725,0.1554,0.9882,9.9693,0.187
infected/Image_101.jpg,1,infected,280,259,1.0811,51.6727,48.3015,0.0,255.0,241.26,0.3758,0.1662,0.9427,10.6451,0.2167
infected/Image_1010.jpg,1,infected,320,320,1.0,89.436,79.5117,0.0,255.0,146.916,0.4725,0.1554,0.9882,9.9693,0.187
infected/Image_1011.jpg,1,infected,320,320,1.0,57.9411,52.4382,1.0,255.0,135.0609,0.3891,0.0938,0.9748,10.5676,0.1622
infected/Image_1012.jpg,1,infected,320,320,1.0,57.9411,52.4382,1.0,255.0,135.0609,0.3891,0.0938,0.9748,10.5676,0.1622
infected/Image_1013.jpg,1,infected,300,300,1.0,87.0517,62.8553,0.0,253.0,194.0232,0.3569,0.1818,0.9749,10.5646,0.2319
infected/Image_1014.jpg,1,infected,300,300,1.0,87.0517,62.8553,0.0,253.0,194.0232,0.3569,0.1818,0.9749,10.5646,0.2319
infected/Image_1015.jpg,1,infected,300,300,1.0,70.8873,63.6997,0.0,251.0,230.4599,0.4486,0.1432,0.9709,10.2037,0.2088
infected/Image_1016.jpg,1,infected,300,300,1.0,70.8873,63.6997,0.0,251.0,230.4599,0.4486,0.1432,0.9709,10.2037,0.2088
infected/Image_1017.jpg,1,infected,320,320,1.0,82.8637,73.8494,0.0,255.0,148.0107,0.3324,0.1318,0.9863,10.6869,0.1773
infected/Image_1018.jpg,1,infected,320,320,1.0,82.8637,73.8494,0.0,255.0,148.0107,0.3324,0.1318,0.9863,10.6869,0.1773
infected/Image_1019.jpg,1,infected,320,320,1.0,81.009,76.2381,0.0,255.0,130.2009,0.3879,0.1382,0.9885,10.2901,0.1994
infected/Image_102.jpg,1,infected,280,259,1.0811,51.6727,48.3015,0.0,255.0,241.26,0.3758,0.1662,0.9427,10.6451,0.2167
infected/Image_1020.jpg,1,infected,320,320,1.0,81.009,76.2381,0.0,255.0,130.2009,0.3879,0.1382,0.9885,10.2901,0.1994
infected/Image_1021.jpg,1,infected,300,300,1.0,73.2336,61.1068,0.0,253.0,292.3575,0.3838,0.1262,0.9598,10.8003,0.238
infected/Image_1022.jpg,1,infected,300,300,1.0,73.2336,61.1068,0.0,253.0,292.3575,0.3838,0.1262,0.9598,10.8003,0.238
infected/Image_1023.jpg,1,infected,300,300,1.0,58.4058,47.379,0.0,254.0,278.2711,0.2269,0.0849,0.936,11.8269,0.2551
infected/Image_1024.jpg,1,infected,300,300,1.0,58.4058,47.379,0.0,254.0,278.2711,0.2269,0.0849,0.936,11.8269,0.2551
infected/Image_103.jpg,1,infected,300,300,1.0,59.1149,50.2733,0.0,252.0,297.0448,0.3188,0.11,0.9393,11.3905,0.2489
infected/Image_104.jpg,1,infected,300,300,1.0,59.1149,50.2733,0.0,252.0,297.0448,0.3188,0.11,0.9393,11.3905,0.2489
infected/Image_105.jpg,1,infected,225,225,1.0,66.6951,48.6977,0.0,253.0,298.8169,0.1692,0.0406,0.9357,12.3904,0.2683
infected/Image_106.jpg,1,infected,225,225,1.0,66.6951,48.6977,0.0,253.0,298.8169,0.1692,0.0406,0.9357,12.3904,0.2683
infected/Image_107.jpg,1,infected,299,266,1.1241,108.4666,92.2999,0.0,255.0,319.8669,0.3679,0.1093,0.981,10.671,0.2051
infected/Image_108.jpg,1,infected,299,266,1.1241,108.4666,92.2999,0.0,255.0,319.8669,0.3679,0.1093,0.981,10.671,0.2051
infected/Image_109.jpg,1,infected,299,266,1.1241,108.1037,82.9666,0.0,255.0,340.1815,0.3336,0.0825,0.975,11.2288,0.1979
infected/Image_110.jpg,1,infected,299,266,1.1241,108.1037,82.9666,0.0,255.0,340.1815,0.3336,0.0825,0.975,11.2288,0.1979
infected/Image_111.jpg,1,infected,343,343,1.0,83.7274,78.9077,0.0,255.0,273.9134,0.3135,0.1217,0.9775,10.7933,0.1956
infected/Image_112.jpg,1,infected,343,343,1.0,83.7274,78.9077,0.0,255.0,273.9134,0.3135,0.1217,0.9775,10.7933,0.1956
infected/Image_113.jpg,1,infected,320,320,1.0,70.058,57.6492,1.0,255.0,173.435,0.3632,0.0803,0.9732,10.9806,0.1902
infected/Image_114.jpg,1,infected,320,320,1.0,70.058,57.6492,1.0,255.0,173.435,0.3632,0.0803,0.9732,10.9806,0.1902
infected/Image_115.jpg,1,infected,300,300,1.0,70.045,59.5163,0.0,247.0,166.0086,0.3816,0.1325,0.9759,10.6262,0.2204
infected/Image_116.jpg,1,infected,300,300,1.0,70.045,59.5163,0.0,247.0,166.0086,0.3816,0.1325,0.9759,10.6262,0.2204
infected/Image_117.jpg,1,infected,225,225,1.0,62.1995,48.4181,0.0,253.0,273.7521,0.2008,0.066,0.9403,12.0584,0.2487
infected/Image_118.jpg,1,infected,225,225,1.0,62.1995,48.4181,0.0,253.0,273.7521,0.2008,0.066,0.9403,12.0584,0.2487
infected/Image_119.jpg,1,infected,343,343,1.0,83.0147,80.0017,0.0,255.0,193.9668,0.3517,0.1412,0.9846,10.4032,0.1752
infected/Image_120.jpg,1,infected,343,343,1.0,83.0147,80.0017,0.0,255.0,193.9668,0.3517,0.1412,0.9846,10.4032,0.1752
infected/Image_121.jpg,1,infected,225,225,1.0,72.6845,57.5839,0.0,254.0,193.959,0.411,0.1463,0.97,10.5041,0.2268
infected/Image_122.jpg,1,infected,225,225,1.0,72.6845,57.5839,0.0,254.0,193.959,0.411,0.1463,0.97,10.5041,0.2268
infected/Image_123.jpg,1,infected,320,320,1.0,87.9717,77.3484,0.0,255.0,162.5554,0.3734,0.1428,0.9862,10.3548,0.1791
infected/Image_124.jpg,1,infected,320,320,1.0,87.9717,77.3484,0.0,255.0,162.5554,0.3734,0.1428,0.9862,10.3548,0.1791
infected/Image_125.jpg,1,infected,300,300,1.0,71.7824,64.6605,0.0,249.0,247.8335,0.4445,0.1594,0.9696,10.1147,0.2181
infected/Image_126.jpg,1,infected,300,300,1.0,71.7824,64.6605,0.0,249.0,247.8335,0.4445,0.1594,0.9696,10.1147,0.2181
infected/Image_127.jpg,1,infected,300,300,1.0,60.2339,48.056,0.0,252.0,291.0831,0.2528,0.0885,0.9352,11.7861,0.2393
infected/Image_128.jpg,1,infected,300,300,1.0,60.2339,48.056,0.0,252.0,291.0831,0.2528,0.0885,0.9352,11.7861,0.2393
infected/Image_129.jpg,1,infected,225,225,1.0,68.2769,57.0165,0.0,253.0,253.3279,0.433,0.1572,0.9601,10.2432,0.2169
infected/Image_130.jpg,1,infected,225,225,1.0,68.2769,57.0165,0.0,253.0,253.3279,0.433,0.1572,0.9601,10.2432,0.2169
infected/Image_131.jpg,1,infected,299,266,1.1241,94.5375,70.3885,0.0,255.0,268.97,0.2252,0.0329,0.9723,12.1823,0.1985
infected/Image_132.jpg,1,infected,299,266,1.1241,94.5375,70.3885,0.0,255.0,268.97,0.2252,0.0329,0.9723,12.1823,0.1985
infected/Image_133.jpg,1,infected,225,225,1.0,67.555,57.2721,0.0,252.0,223.9676,0.3973,0.102,0.9648,10.6941,0.2482
infected/Image_134.jpg,1,infected,225,225,1.0,67.555,57.2721,0.0,252.0,223.9676,0.3973,0.102,0.9648,10.6941,0.2482
infected/Image_135.jpg,1,infected,299,266,1.1241,114.36,87.5535,0.0,255.0,402.553,0.3664,0.0904,0.9733,10.9977,0.2188
infected/Image_136.jpg,1,infected,299,266,1.1241,114.36,87.5535,0.0,255.0,402.553,0.3664,0.0904,0.9733,10.9977,0.2188
infected/Image_137.jpg,1,infected,300,300,1.0,71.9846,60.357,0.0,253.0,245.6885,0.3918,0.1433,0.9657,10.6087,0.1937
infected/Image_138.jpg,1,infected,300,300,1.0,71.9846,60.357,0.0,253.0,245.6885,0.3918,0.1433,0.9657,10.6087,0.1937
infected/Image_139.jpg,1,infected,299,266,1.1241,105.4796,77.4995,0.0,255.0,265.5843,0.2806,0.0455,0.9776,11.7693,0.176
infected/Image_140.jpg,1,infected,299,266,1.1241,105.4796,77.4995,0.0,255.0,265.5843,0.2806,0.0455,0.9776,11.7693,0.176
infected/Image_141.jpg,1,infected,299,266,1.1241,90.851,85.4425,0.0,255.0,317.6427,0.3174,0.0958,0.9779,10.9995,0.2031
infected/Image_142.jpg,1,infected,299,266,1.1241,90.851,85.4425,0.0,255.0,317.6427,0.3174,0.0958,0.9779,10.9995,0.2031
infected/Image_143.jpg,1,infected,233,216,1.0787,66.3583,47.3064,0.0,255.0,334.4622,0.2624,0.0492,0.9195,12.1296,0.2623
infected/Image_144.jpg,1,infected,233,216,1.0787,66.3583,47.3064,0.0,255.0,334.4622,0.2624,0.0492,0.9195,12.1296,0.2623
infected/Image_145.jpg,1,infected,280,259,1.0811,54.7217,48.4893,0.0,255.0,265.0038,0.2963,0.1466,0.9378,11.1905,0.2195
infected/Image_146.jpg,1,infected,280,259,1.0811,54.7217,48.4893,0.0,255.0,265.0038,0.2963,0.1466,0.9378,11.1905,0.2195
infected/Image_147.jpg,1,infected,225,225,1.0,69.4805,55.7725,0.0,254.0,240.7836,0.4151,0.1421,0.9604,10.549,0.2235
infected/Image_148.jpg,1,infected,225,225,1.0,69.4805,55.7725,0.0,254.0,240.7836,0.4151,0.1421,0.9604,10.549,0.2235
infected/Image_149.jpg,1,infected,225,225,1.0,83.6878,58.1877,0.0,254.0,213.9619,0.3922,0.2262,0.9675,10.0699,0.2253
infected/Image_150.jpg,1,infected,225,225,1.0,83.6878,58.1877,0.0,254.0,213.9619,0.3922,0.2262,0.9675,10.0699,0.2253
infected/Image_151.jpg,1,infected,299,266,1.1241,93.9546,72.4537,0.0,255.0,339.8008,0.2552,0.056,0.967,11.8944,0.2183
infected/Image_152.jpg,1,infected,299,266,1.1241,93.9546,72.4537,0.0,255.0,339.8008,0.2552,0.056,0.967,11.8944,0.2183
infected/Image_153.jpg,1,infected,320,320,1.0,67.5421,42.9594,1.0,255.0,204.4697,0.215,0.0575,0.9433,11.7937,0.1918
infected/Image_154.jpg,1,infected,320,320,1.0,67.5421,42.9594,1.0,255.0,204.4697,0.215,0.0575,0.9433,11.7937,0.1918
infected/Image_155.jpg,1,infected,300,300,1.0,54.0445,47.2429,0.0,250.0,309.408,0.3038,0.0964,0.9286,11.454,0.2463
infected/Image_156.jpg,1,infected,300,300,1.0,54.0445,47.2429,0.0,250.0,309.408,0.3038,0.0964,0.9286,11.454,0.2463
infected/Image_157.jpg,1,infected,233,216,1.0787,50.8273,48.5532,0.0,255.0,225.578,0.2803,0.1156,0.9482,11.1617,0.2201
infected/Image_158.jpg,1,infected,233,216,1.0787,50.8273,48.5532,0.0,255.0,225.578,0.2803,0.1156,0.9482,11.1617,0.2201
infected/Image_159.jpg,1,infected,320,320,1.0,87.6633,80.55,0.0,255.0,133.1029,0.4846,0.1389,0.9895,9.8603,0.1981
infected/Image_160.jpg,1,infected,320,320,1.0,87.6633,80.55,0.0,255.0,133.1029,0.4846,0.1389,0.9895,9.8603,0.1981
infected/Image_161.jpg,1,infected,343,343,1.0,90.9498,83.5599,0.0,255.0,220.5661,0.3565,0.1727,0.984,10.1333,0.1631
infected/Image_162.jpg,1,infected,343,343,1.0,90.9498,83.5599,0.0,255.0,220.5661,0.3565,0.1727,0.984,10.1333,0.1631
infected/Image_163.jpg,1,infected,233,216,1.0787,54.7884,47.3996,0.0,255.0,228.3294,0.2987,0.0802,0.9451,11.4924,0.2331
infected/Image_164.jpg,1,infected,233,216,1.0787,54.7884,47.3996,0.0,255.0,228.3294,0.2987,0.0802,0.9451,11.4924,0.2331
infected/Image_165.jpg,1,infected,233,216,1.0787,65.1309,47.574,0.0,254.0,369.3797,0.1863,0.0292,0.9118,12.5303,0.274
